sample-id,iguana-id,unique-id,sample-type,species,site,sex,tourism-level,visited,year,date,month,repro_month,repro_score,svl,tail,mass,glucose,progesterone,testosterone,e2,corticosterone,bacterial-killing-ability,glycerol,true-triglycerides,droms,antioxidants-index
C20,158,158NC,sample,figginsi,NC,F,no,non-visited,2016,6/22/2016,june,late,NA,26.5,27/28.1,915,144,1.322,,,57.371,19.47973382,38.0667237,30.04926108,6.069184891,318.1818182
C2,147,147WBC,sample,figginsi,WBC,M,moderate,visited,2016,6/20/2016,june,late,M,29.6,43.7,1150,74,,1.518,,0.827,33.71161549,7.682458387,16.82552839,0.753612846,295.2
C199,19A,19AUC,sample,inornata,UC,F,moderate,visited,2016,9/10/2016,september,post,Post,30,37.2,1060,115,0.663,1.138,0.842,32.591,7.603305785,5.494505495,16.00693897,4.856968464,303.3426184
C198,178B,178BUC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,38,42,2160,122,,4.2,,26.297,11.57024793,27.47252747,16.99258792,3.56785351,350.4385965
C197,44C,44CUC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,32.3,40.4,1185,132,,1.449,,28.134,0.330578512,9.010989011,29.64832045,2.239674466,344.4736842
C196,6/0C,6/0CUC,sample,inornata,UC,F,moderate,visited,2016,9/9/2016,september,post,Post,24,33,485,156,0.904,1.741,1.06,38.22,4.628099174,13.40659341,66.51159123,2.057375381,298.3286908
C195,37C,37CUC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,21,18.4+2.2,375,172,,3.191,,29.36,0,9.010989011,22.35451821,1.901119023,344.4736842
C194,189B,189BUC,sample,inornata,UC,F,moderate,visited,2016,9/9/2016,september,post,Post,28.8,38.1,960,139,0.083,1.849,0.905,29.552,0,7.252747253,38.20375335,2.812614446,305.0139276
C193,47C,47CUC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,36,44.4,1810,153,,3.29,,22.001,4.628099174,24.3956044,68.08862955,5.351780264,336.2719298
C192,3C,3CUC,sample,inornata,UC,F,moderate,visited,2016,9/9/2016,september,post,Post,28.7,36.3,795,133,0.082,1.788,0.83,30.732,2.148760331,4.395604396,37.49408611,1.64069176,303.3426184
C191,2/0C,2/0CUC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,27.4,38,815,138,,0.343,,25.218,3.801652893,5.934065934,36.19302949,1.770905392,
C190,81C,81CUC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,34.5,42.2,1470,127,,0.619,,26.268,14.21487603,7.692307692,50.50465226,2.317802645,
C19,159,159NC,sample,figginsi,NC,F,no,non-visited,2016,6/22/2016,june,late,NA,24.2,32.8,550,151,0.991,0.694,0.836,60.762,13.67211131,17.32249786,22.20538083,1.412326044,322.7272727
C189,43/0A,43/0AUC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,35,26.0+8.7,1685,129,,6.341,,23.674,1.32231405,4.615384615,34.57656521,2.474059003,343.7280702
C188,15C,15CUC,sample,inornata,UC,F,moderate,visited,2016,9/9/2016,september,post,Post,29,34.7,900,133,0.078,2.125,1.015,34.615,11.23966942,11.20879121,31.42248857,2.773550356,308.4
C187,191B,191BUC,sample,inornata,UC,F,moderate,visited,2016,9/9/2016,september,post,Post,29.3,37.2,925,123,0.085,1.589,1.134,24.1,7.107438017,9.230769231,50.78063397,3.854323499,307.2
C186,165B,165BUC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,37.2,43.6,2215,114,,11.143,,24.928,10.5785124,16.04395604,47.66598328,1.862054934,354.9122807
C185,10/0C,10/0CUC,sample,inornata,UC,F,moderate,visited,2016,9/9/2016,september,post,Post,29.2,24.7+4.0,900,114,0.082,1.117,0.609,30.125,8.961845608,10.54945055,31.1070809,-0.117192269,308.4
C184,102A,102AUC,sample,inornata,UC,F,moderate,visited,2016,9/9/2016,september,post,Post,35,39.2,1420,118,0.704,1.508,0.787,32.175,4.170363798,15.16483516,44.35420281,3.476703967,307.2
C183,61/0B,61/0BUC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,23,31.9,445,133,,0.487,,33.476,7.187222715,9.230769231,25.54802082,2.487080366,348.9473684
C182,151B,151BUC,sample,inornata,UC,F,moderate,visited,2016,9/9/2016,september,post,Post,31.5,40.1,1220,120,0.815,0.563,0.348,,8.074534161,14.94505495,46.68033433,5.078331638,303.6
C181,142,142UC,sample,inornata,UC,F,moderate,visited,2016,9/9/2016,september,post,Post,36.4,40.4,1205,135,0.393,1.008,0.767,30.125,7.009760426,10.10989011,19.39757136,4.401220753,307.2
C180,102/6,102/6UC,sample,inornata,UC,M,moderate,visited,2016,9/9/2016,september,post,M,30.5,38.1,925,113,,0.65,,16.194,7.009760426,29.45054945,36.66614099,5.360572012,340
C18,160,160NC,sample,figginsi,NC,F,no,non-visited,2016,6/22/2016,june,late,NRF,27.5,37.6,730,142,0.956,0.184,1.117,50.032,16.75741077,8.982035928,20.91701402,0.45805169,320.4545455
C179,98/0,98/0ALC,sample,inornata,ALC,M,high,visited,2016,9/9/2016,september,post,M,27,36.7,725,124,,0.673,,23.044,0,9.523809524,46.16855053,7.073340143,333.2894737
C178,35/9,35/9ALC,sample,inornata,ALC,M,high,visited,2016,9/9/2016,september,post,M,33.7,43.1,1340,235,,9.048,,7.414,13.39840284,25,94.78889628,4.406128703,333.2894737
C177,14/9,14/9ALC,sample,inornata,ALC,F,high,visited,2016,9/9/2016,september,post,Post,25,34.2,505,140,0.081,1.617,0.679,4.34,2.040816327,14.28571429,19.57280585,1.738917263,307.2
C176,30/70A,30/70AALC,sample,inornata,ALC,M,high,visited,2016,9/9/2016,september,post,M,23.4,31.9,470,134,,1.861,,1.917,3.992901508,6.666666667,17.20412234,0.836772217,330.3070175
C175,65/0,65/0ALC,sample,inornata,ALC,F,high,visited,2016,9/9/2016,september,post,Post,28.7,20,665,145,0.591,1.709,0.545,1.457,7.187222715,30,27.5099734,1.582022472,306
C174,31/9,31/9ALC,sample,inornata,ALC,F,high,visited,2016,9/9/2016,september,post,Post,28.5,36.9,645,118,0.264,1.194,0.258,1.23,5.057675244,12.14285714,12.75764628,0.967517875,304.8
C173,75/7B,75/7BALC,sample,inornata,ALC,M,high,visited,2016,9/9/2016,september,post,M,33.1,36.4*,1225,141,,3.072,,1.356,9.849157054,23.0952381,52.9005984,2.967926456,271.6535433
C172,152/B,152/BALC,sample,inornata,ALC,F,high,visited,2016,9/9/2016,september,post,Post,31,38.1,1010,124,0.47,2.04,0.654,0.994,2.395740905,14.52380952,9.848736702,1.137487232,312
C171,88/0,88/0ALC,sample,inornata,ALC,M,high,visited,2016,9/9/2016,september,post,M,33.1,39.5,1435,142,,4.215,,1.108,3.105590062,30.71428571,47.99700798,2.51031665,294.488189
C170,24/6B,24/6BALC,sample,inornata,ALC,F,high,visited,2016,9/9/2016,september,post,Post,28.2,37.1,745,145,0.921,2.36,0.811,82.555,10.02661934,11.19047619,35.03158245,2.784882533,306
C17,41,41NAC,sample,figginsi,NAC,F,no,non-visited,2016,6/20/2016,june,NA,NA,25.7,15.7/25.0,660,142,,,,27.005,31.57543391,51.00298762,76.212184,5.846208742,301.2
C169,216,216NC,sample,figginsi,NC,M,no,non-visited,2016,9/7/2016,september,post,M,29.2,22.5/29.5,1140,139,,10.448,,10.588,9.352517986,,,2.676489707,302.5069638
C168,138,138NC,sample,figginsi,NC,F,no,non-visited,2016,9/7/2016,september,post,Post,25.4,25.8,605,147,0.415,0.394,0.806,12.683,12.07034373,7.071024513,50.5622788,0.748862405,302.15311
C167,140,140NC,sample,figginsi,NC,F,no,non-visited,2016,9/7/2016,september,post,Post,31.6,45.2,1090,112,0.053,0.52,1.094,2.543,15.26778577,1.885606537,20.29341249,1.511592633,300.7177033
C166,224,224NC,sample,figginsi,NC,F,no,non-visited,2016,9/7/2016,september,post,Post,26.3,34.6,730,133,1.546,0.853,1.335,1.326,8.073541167,10.60653677,35.36362598,1.220368364,302.8708134
C165,225,225NC,sample,figginsi,NC,M,no,non-visited,2016,9/7/2016,september,post,M,32,44.3,1565,128,,6.206,,17.847,13.98880895,13.67064739,53.68763557,0.553165829,302.4
C164,,NA,sample,figginsi,NC,M,no,non-visited,2016,9/7/2016,september,post,M,,,1495,123,,0.568,,11.451,7.59392486,11.78504085,65.11873502,0.64321608,307.2
C163,222,222NC,sample,figginsi,NC,M,no,non-visited,2016,9/7/2016,september,post,M,33.5,42.2,1620,118,,18.518,,3.421,14.30855316,12.49214331,75.5223199,0.784723618,306
C162,212,212NC,sample,figginsi,NC,F,no,non-visited,2016,9/7/2016,september,post,Post,28.1,38.2,815,143,1.182,,,11.758,26.77857714,44.54745443,57.58362827,10.40723618,
C161,215,215NC,sample,figginsi,NC,F,no,non-visited,2016,9/7/2016,september,post,Post,28.2,39.9,725,122,0.287,0.446,0.453,9.816,21.98241407,3.535512256,29.36979107,2.058291457,301.4354067
C160,217,217NC,sample,figginsi,NC,M,no,non-visited,2016,9/7/2016,september,post,M,34.5,46.1,1880,120,,1.508,,0.86,7.274180655,8.720930233,48.29318415,1.955376884,306
C16,134,134NAC,sample,figginsi,NAC,F,no,non-visited,2016,6/20/2016,june,NA,NA,26.7,37,840,153,,,,11.566,33.51482154,97.52454119,79.44467468,12.95985727,315.6
C159,214,214NC,sample,figginsi,NC,F,no,non-visited,2016,9/7/2016,september,post,Post,27.6,28.3/32.6,750,108,0.04,0.766,0.918,0.901,6.155075939,4.949717159,17.63899989,2.225527638,300
C158,223,223NC,sample,figginsi,NC,M,no,non-visited,2016,9/7/2016,september,post,M,33.4,40.5,1550,129,,6.312,,3.618,3.277378098,7.071024513,45.63877155,1.312160804,306
C157,219,219NC,sample,figginsi,NC,M,no,non-visited,2016,9/7/2016,september,post,M,26.9,40.2,955,121,,6.235,,9.35,4.876099121,31.95541761,39.754014,1.234974874,308.4
C156,213,213NC,sample,figginsi,NC,F,no,non-visited,2016,9/7/2016,september,post,Post,27.4,36.2,730,108,0.448,0.798,1.099,3.599,1.518784972,7.195259594,38.90489914,1.402211055,300
C155,220,220NC,sample,figginsi,NC,M,no,non-visited,2016,9/7/2016,september,post,M,31,30.1/34.6,1440,113,,8.378,,1.101,11.11111111,13.96726862,59.631021,1.788140704,306
C154,218,218NC,sample,figginsi,NC,M,no,non-visited,2016,9/7/2016,september,post,M,28,41.3,920,83,,0.65,,0.919,39.88808953,137.979684,39.59962948,27.37527638,
C153,221,221NC,sample,figginsi,NC,F,no,non-visited,2016,9/7/2016,september,post,Post,26,33.6,860,127,0.766,0.541,1.335,2.169,12.54996003,17.14164786,82.5957184,1.891055276,294.2583732
C152,135,135NC,sample,figginsi,NC,F,no,non-visited,2016,9/6/2016,september,post,Post,26.8,38.3,835,128,0.407,0.395,0.449,16.911,9.992006395,16.29514673,27.0558872,3.20321608,302.15311
C151,210,210NC,sample,figginsi,NC,M,no,non-visited,2016,9/6/2016,september,post,M,32.5,21.8,1305,153,,5.792,,9.013,13.02957634,22.85553047,13.97179909,0.141507538,297.6
C150,207,207NC,sample,figginsi,NC,M,no,non-visited,2016,9/6/2016,september,post,M,27.7,19.5/23.8,985,146,,5.421,,7.526,7.59392486,21.16252822,67.31165089,3.010251256,302.4
C15,16,16NAC,sample,figginsi,NAC,M,no,non-visited,2016,6/20/2016,june,NA,NA,27.8,37.6,755,160,,,,2.741,40.78771696,,,,
C149,208,208NC,sample,figginsi,NC,M,no,non-visited,2016,9/6/2016,september,post,M,21.1,31.6,435,149,,0.977,,2.914,11.91047162,30.26241535,35.00669,4.502512563,291.6
C148,211,211NC,sample,figginsi,NC,M,no,non-visited,2016,9/6/2016,september,post,M,29.5,41.2,1155,131,,0.315,,12.053,2.797761791,5.502257336,36.66632359,2.264120603,292.4791086
C147,209,209NC,sample,figginsi,NC,F,no,non-visited,2016,9/6/2016,september,post,Post,33,44,1555,129,0.04,0.562,,1.087,12.70983213,3.174379233,32.5751338,0.360201005,304.3062201
C146,206,206NC,sample,figginsi,NC,M,no,non-visited,2016,9/6/2016,september,post,M,27.8,38.6,1000,145,,7.184,,26.222,96.35563933,5.502257336,58.08717579,2.071155779,301.6713092
C145,204,204NC,sample,figginsi,NC,M,no,non-visited,2016,9/6/2016,september,post,M,23.7,36.8,595,164,,0.176,,8.065,63.99622997,4.444130926,41.2978592,1.144924623,301.6713092
C144,28,28NC,sample,figginsi,NC,M,no,non-visited,2016,9/6/2016,september,post,M,28.5,36,1000,121,,1.012,,15.951,6.377631166,18.83465011,46.4311445,2.843015075,303.3426184
C143,29,29NC,sample,figginsi,NC,M,no,non-visited,2016,9/6/2016,september,post,M,26.6,31.6,890,132,,0.742,,11.796,21.26924285,13.96726862,51.91179498,0.913366834,302.5069638
C142,205,205NC,sample,figginsi,NC,M,no,non-visited,2016,9/6/2016,september,post,M,32.3,42.2,1555,114,,5.684,,3.357,6.817467798,12.27426637,49.86620008,2.032562814,298.3286908
C141,22,22WBC,sample,figginsi,WBC,M,moderate,visited,2016,9/5/2016,september,post,M,36.7,47.5,1595,152,,4.023,,44.957,17.82573941,34.49492099,25.74361877,3.370452261,294.9860724
C140,127,127WBC,sample,figginsi,WBC,M,moderate,visited,2016,9/5/2016,september,post,M,29.5,42.6,1020,142,,0.379,,3.303,13.34932054,17.7765237,27.90500206,1.029145729,299.1643454
C14,100,100NAC,sample,figginsi,NAC,M,no,non-visited,2016,6/20/2016,june,NA,NA,31.5,41.1,1295,157,,,,58.873,22.09612817,35.63807085,75.30045586,5.686351472,313.2
C139,4,4WBC,sample,figginsi,WBC,F,moderate,visited,2016,9/5/2016,september,post,Post,32.1,43.8,1280,136,0.907,0.957,2.185,25,18.46522782,19.25790068,40.33295595,2.276984925,293.3147632
C138,155,155WBC,sample,figginsi,WBC,M,moderate,visited,2016,9/5/2016,september,post,M,20.3,32,325,144,,0.67,,8.115,16.31799163,35.5530474,81.90098806,-0.231557789,310.8635097
C137,83,83WBC,sample,figginsi,WBC,M,moderate,visited,2016,9/5/2016,september,post,M,32.1,43.4,1250,141,,2.873,,4.044,5.962264151,24.9717833,32.11198024,1.325025126,303.3426184
C136,21,21WBC,sample,figginsi,WBC,F,moderate,visited,2016,9/5/2016,september,post,Post,29.2,38.4,770,148,0.041,0.403,0.941,20.893,7.622641509,11.54934004,21.40655326,1.132060302,
C135,99,99WBC,sample,figginsi,WBC,M,moderate,visited,2016,9/5/2016,september,post,M,31.5,25.2/34.4,1305,124,,10.045,,12.266,15.32075472,5.421118793,32.92327891,1.646633166,304.178273
C134,42,42WBC,sample,figginsi,WBC,F,moderate,visited,2016,9/5/2016,september,post,Post,28.6,30.0/31.0,730,128,0.473,0.909,0.652,28.42,7.471698113,14.61345066,63.0637059,5.274371859,307.5208914
C133,121,121WBC,sample,figginsi,WBC,M,moderate,visited,2016,9/5/2016,september,post,M,29.7,43.3,1155,147,,0.443,,2.132,12.30188679,9.192331867,17.76743921,1.695007882,300.8356546
C132,157,157WBC,sample,figginsi,WBC,F,moderate,visited,2016,9/5/2016,september,post,Post,25.2,39.4,720,124,0.04,0.89,1.628,23.097,4.754716981,19.79886864,25.04566731,3.363110878,303.3426184
C131,159,159WBC,sample,figginsi,WBC,F,moderate,visited,2016,9/5/2016,september,post,Post,27.3,29.2,710,130,0.039,0.436,1.372,27.372,16.52830189,4.478315525,22.69094646,1.53357856,301.6713092
C130,16,16WBC,sample,figginsi,WBC,F,moderate,visited,2016,9/5/2016,september,post,Post,28.5,39,780,146,0.467,0.366,0.989,26.64,17.73584906,10.60653677,32.58077406,0.618812401,301.6713092
C13,131,131NAC,sample,figginsi,NAC,F,no,non-visited,2016,6/20/2016,june,NA,NA,26.7,37,840,164,,,,19.874,20.08469449,44.60093897,80.35640282,5.412310437,316.8
C129,147,147WBC,sample,figginsi,WBC,M,moderate,visited,2016,9/5/2016,september,post,M,30.8,45.1,1220,122,,0.313,,1.972,11.24528302,16.26335638,37.67553374,2.179295849,301.6713092
C128,28,28WBC,sample,figginsi,WBC,M,moderate,visited,2016,9/5/2016,september,post,M,34.4,45.9,1520,127,,5.257,,44.834,4.905660377,8.485229415,23.84690033,0.76678928,301.6713092
C127,79,79WBC,sample,figginsi,WBC,F,moderate,visited,2016,9/5/2016,september,post,Post,30.6,27.3/32.1,985,118,0.197,0.38,0.169,1.677,11.39622642,15.55625393,19.99372074,0.390120862,286.6295265
C126,18,18WBC,sample,figginsi,WBC,F,moderate,visited,2016,9/5/2016,september,post,Post,30.4,40.6,940,121,0.337,0.613,0.252,8.525,2.79245283,8.95663105,35.70613084,0.511192853,287.4651811
C125,84,84LC,sample,figginsi,LC,M,high,visited,2016,9/4/2016,september,post,M,36.8,49.3,2145,151,,1.476,,1.1,6.716981132,28.61873226,51.21460622,3.430373095,306
C124,42,42LC,sample,figginsi,LC,M,high,visited,2016,9/4/2016,september,post,M,43.9,56.2,4255,151,,4.274,,0.901,12.45283019,33.34910123,42.12440043,3.215133999,290.4
C123,76,76LC,sample,figginsi,LC,M,high,visited,2016,9/4/2016,september,post,M,30.5,43.1,1310,136,,0.192,,0.798,13.96226415,62.44087039,96.5882717,5.259905413,318
C122,79,79LC,sample,figginsi,LC,F,high,visited,2016,9/4/2016,september,post,Post,21.9,34.7,570,137,,,,2.378,28.75471698,142.384106,88.7745629,18.37603783,
C121,82,82LC,sample,figginsi,LC,F,high,visited,2016,9/4/2016,september,post,Post,38.1,49.7,2580,124,1.328,0.545,2.86,1.025,17.88679245,47.30368969,95.27309299,7.170152391,298.5645933
C120,80,80LC,sample,figginsi,LC,F,high,visited,2016,9/4/2016,september,post,Post,32.2,44.2,1535,134,1.229,1.157,1.824,0.843,16.67924528,35.47776727,53.88364537,4.735260116,288.5167464
C12,133,133NAC,sample,figginsi,NAC,M,no,non-visited,2016,6/20/2016,june,NA,NA,28.1,38.3,1080,205,,,,2.081,21.69559413,,,,
C119,81,81LC,sample,figginsi,LC,F,high,visited,2016,9/4/2016,september,post,Post,28.9,42,1095,210,1.115,0.934,2.061,2.572,24.98113208,52.743614,72.18010212,6.833841303,297.84689
C118,83,83LC,sample,figginsi,LC,F,high,visited,2016,9/4/2016,september,post,Post,32.8,44.1,1665,181,0.304,0.184,2.742,0.938,9.886792453,30.7473983,47.50116045,2.838465581,302.15311
C117,78,78LC,sample,figginsi,LC,M,high,visited,2016,9/4/2016,september,post,M,44.5,56.3,4370,132,,12.416,,1.072,29.96226415,74.03027436,98.67708495,5.798003153,307.2
C116,103/8A,103/8AALC,sample,inornata,ALC,M,high,visited,2016,9/3/2016,september,post,M,24,29,540,170,,0.348,,1.074,10.02661934,22.85714286,15.87433511,1.255158325,296.0629921
C115,84/7A,84/7AALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,24.5,34.9,680,168,0.083,1.449,0.395,1.065,10.55900621,12.14285714,13.17320479,3.412461696,306
C114,117A,117AALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,25.9,35.7,695,170,0.168,1.232,0.436,13.87,9.316770186,30.47619048,22.81416223,2.013483146,304.8
C113,117A,117AALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,25.9,35.7,650,147,0.087,0.679,0.994,10.227,14.46317657,13.33333333,44.54787234,2.994075587,291.6
C112,85/7B,85/7BALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,27.1,37.3,715,143,0.337,0.573,1.238,5.401,10.38154392,12.38095238,32.74601064,1.137487232,294
C111,51/8A,51/8AALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,31.3,40.2,1070,123,0.09,0.659,1.448,11.679,10.20408163,30,22.31549202,3.216343207,305.0239234
C110,95/8A,95/8AALC,sample,inornata,ALC,M,high,visited,2016,9/3/2016,september,post,M,30.5,40.2,1105,147,,1.395,,7.667,8.961845608,34.28571429,68.56715426,2.471092952,301.5748031
C11,38,38NAC,sample,figginsi,NAC,M,no,non-visited,2016,6/20/2016,june,NA,NA,27.1,37.7,815,144,,,,12.855,14.21895861,33.29065301,64.48404476,2.158073149,319.2
C109,21/0C,21/0CALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,25.7,33.6,590,152,0.756,0.83,0.856,12.243,14.46317657,19.52380952,34.40824468,1.490500511,302.15311
C108,14/9D,14/9DALC,sample,inornata,ALC,M,high,visited,2016,9/3/2016,september,post,M,31.7,39.3,1300,163,,5.337,,1.065,11.97870453,32.85714286,26.13863032,3.033299285,266.1417323
C107,5D,5DALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,28,36,820,147,,,,3.237,9.139307897,50.23809524,8.18650266,6.341164454,
C106,158B,158BALC,sample,inornata,ALC,M,high,visited,2016,9/3/2016,september,post,M,30.5,38,1035,156,,0.917,,7.813,38.95297249,86.66666667,160.1978059,11.85863126,293.7007874
C105,32C,32CALC,sample,inornata,ALC,M,high,visited,2016,9/3/2016,september,post,M,39.6,46.2,2900,137,,7.172,,3.675,19.60958296,50.71428571,57.51329787,3.726251277,292.9133858
C104,24D,24DALC,sample,inornata,ALC,M,high,visited,2016,9/3/2016,september,post,M,32.3,40.3,1270,130,,1.054,,4.446,11.80124224,8.095238095,42.8025266,1.664785276,266.9291339
C103,91/0A,91/0AALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,30,21.7+4.8,950,153,1.164,0.552,0.484,12.602,9.316770186,23.57142857,41.55585106,3.345276074,300.7177033
C102,14/8A,14/8AALC,sample,inornata,ALC,M,high,visited,2016,9/3/2016,september,post,M,33.5,44.5,1600,142,,0.082,,0.994,8.42945874,38.57142857,47.08277926,2.151656442,301.6713092
C101,40/80B,40/80BALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,23.5,34.1,610,143,1.178,0.787,0.486,10.563,16.06033718,38.33333333,55.97573138,2.952638037,302.15311
C100,81/9B,81/9BALC,sample,inornata,ALC,F,high,visited,2016,9/3/2016,september,post,Post,24.1,33.6,510,146,0.849,0.388,1.426,22.794,17.3025732,49.76190476,63.99601064,4.334723926,299.1643454
C10,146,146WBC,sample,figginsi,WBC,F,moderate,visited,2016,6/20/2016,june,late,NA,27,38.3,760,112,1.118,#REF!,1.595,7.004,24.36582109,19.20614597,26.73021136,1.747011597,313.6363636
C1,111,111WBC,sample,figginsi,WBC,F,moderate,visited,2016,6/20/2016,june,late,RF,27.5,28.1/32.5,920,86,0.663,#REF!,2.441,6.546,16.28838451,25.60819462,53.25321177,2.580553078,296.4
135,24C,24CUC,sample,inornata,UC,M,moderate,visited,2016,5/24/2016,may,early,M,20.1,27.6,342,207,,0.192,,19.256,21.32982225,,,7.973303671,295.2755906
134,197B,197BUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,RF,28.4,35.3,970,175,0.264,6.143,1.965,8.933,62.14614878,,,39.65294772,
133,72C,72CUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,RF,24.6,33,533,158,0.302,7.159,1.268,26.985,10.07241606,,,7.318353726,340.745614
132,190B,190BUC,sample,inornata,UC,M,moderate,visited,2016,5/24/2016,may,early,M,41,50.2,3308,134,,41.21,,33.282,19.22317314,,,8.770634038,301.5748031
131,118B,118BUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,NRF,26.9,33.5,719,140,1.05,11.12,1.586,22.689,28.30809743,,,3.374416018,334.7807018
130,117C,117CUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,RF,21.6,27.1,427,138,0.072,9.989,1.517,14.95,51.7445688,,,37.83047831,341.4912281
129,61/0A,61/0AUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,NRF,22.2,30.8,410,167,0.353,10.791,1.319,14.785,7.307439105,,,3.488320356,340.745614
128,62/0A,62/0AUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,NRF,23.6,,535,183,0.082,7.217,0.801,7.09,31.20473996,,,7.816685206,329.5614035
127,10/0C,10/0CUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,NRF,27.6,,825,206,,,,,63.98946675,,,,
126,37C,37CUC,sample,inornata,UC,M,moderate,visited,2016,5/24/2016,may,early,M,21,,360,167,,4.638,,11.366,1.053324556,15.64828614,27.17704136,0.811568409,285.0393701
125,35B,35BUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,RF,27.2,33.7,695,145,0.288,8.305,1.143,21.946,21.65898618,126.9249876,302.9767289,24.51790879,335.5263158
