sample-id,iguana-id,unique-id,sample-type,species,site,sex,tourism-level,visited,year,date,month,repro_month,repro_score,svl,tail,mass,glucose,progesterone,testosterone,e2,corticosterone,bacterial-killing-ability,glycerol,true-triglycerides,droms,antioxidants-index
124,102A,102AUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,NRF,35.5,40.3,1407,163,0.574,13.578,1.007,25.441,13.42988808,28.81271734,61.42586958,7.005116796,338.5087719
123,17B,17BUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,RF,26.8,35.2,792,144,0.086,8.236,0.729,12.42,45.02962475,213.3631396,320.3683908,40.73503893,345.9649123
122,50/0A,50/0AUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,NRF,23.5,31,543,162,0.088,9.671,0.991,15.855,9.61158657,31.04818679,52.95617137,4.100556174,344.4736842
121,22/0D,22/0DUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,NRF,26.6,33.6,690,145,0.088,20.686,1.481,,14.35154707,38.74813711,61.22029438,5.154171301,340.745614
120,5/0C,5/0CUC,sample,inornata,UC,M,moderate,visited,2016,5/24/2016,may,early,M,25.2,34,700,147,,0.075,,9.219,30.87557604,46.94485842,53.53178193,6.663403782,300
119,9/0A,9/0AUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,NRF,24.7,32.2,600,124,0.078,11.364,0.586,14.106,5.003291639,16.14505713,34.04325302,0.62647386,337.0175439
118,185B,185BUC,sample,inornata,UC,M,moderate,visited,2016,5/24/2016,may,early,M,34.5,41.8,1850,131,,23.619,,9.974,17.77485188,31.29657228,26.27251048,3.51679644,292.9133858
117,35C,35CUC,sample,inornata,UC,M,moderate,visited,2016,5/24/2016,may,early,M,25.8,32.6,640,174,,1.179,,16.445,7.718696398,24.09339295,56.12202944,2.149944383,303.1496063
116,83D,83DUC,sample,inornata,UC,F,moderate,visited,2016,5/24/2016,may,early,NRF,21.6,27.8,,167,0.081,25.588,0.842,8.691,9.36535163,34.02881272,41.73176548,1.56618465,334.0350877
115,89C,89CUC,sample,inornata,UC,M,moderate,visited,2016,5/24/2016,may,early,M,28.3,35.8,1000,87,,0.084,,7.645,17.64318631,21.36115251,28.32826248,9.22625139,
114,57B,57BUC,sample,inornata,UC,M,moderate,visited,2016,5/23/2016,may,early,M,39.1,45.7,2710,154,,40.622,,44.681,8.117154812,34.94505495,28.97807917,2.246587216,292.9133858
113,11/0B,11/0BUC,sample,inornata,UC,F,moderate,visited,2016,5/23/2016,may,early,RF,31.1,40.5,1218,156,0.073,16.566,2.626,26.824,18.15899582,354.5054945,294.8667403,42.60195016,328.8157895
112,33C,33CUC,sample,inornata,UC,M,moderate,visited,2016,5/23/2016,may,early,M,28.2,37.6,880,169,,0.775,,31.752,7.782426778,43.2967033,44.86674026,0.943011918,289.7637795
111,107C,107CUC,sample,inornata,UC,F,moderate,visited,2016,5/23/2016,may,early,RF,22,28.9,460,153,0.081,8.011,1.728,34.873,22.17573222,230.3296703,309.257215,35.51549296,336.2719298
110,113B,113BUC,sample,inornata,UC,F,moderate,visited,2016,5/23/2016,may,early,RF,27,33.5,750,162,0.076,8.602,1.548,30.125,23.84937238,308.7912088,288.0460495,40.39696641,325.0877193
109,110B,110BUC,sample,inornata,UC,F,moderate,visited,2016,5/23/2016,may,early,RF,27.5,35.6,845,153,0.065,22.575,2.232,19.6,71.21338912,473.4065934,409.6357041,27.73564464,348.2017544
108,63C,63CUC,sample,inornata,UC,M,moderate,visited,2016,5/23/2016,may,early,M,31.5,36.8,1165,157,,0.08,,20.744,42.71012007,284.3956044,322.7014666,34.31368187,296.8503937
107,102C,102CUC,sample,inornata,UC,M,moderate,visited,2016,5/23/2016,may,early,M,39,,2103,147,,31.703,,16.328,9.22813036,40,31.26478473,3.502558398,302.3622047
106,2/0C,2/0CUC,sample,inornata,UC,M,moderate,visited,2016,5/23/2016,may,early,M,28,37.3,765,166,,23.969,,11.191,11.21783877,20.21978022,32.44756348,1.480756396,264.5669291
105,189B,189BUC,sample,inornata,UC,F,moderate,visited,2016,5/23/2016,may,early,RF,29.5,38.2,1188,137,2.022,,3.567,21.538,19.60958296,129.2307692,222.9143668,28.07741935,347.4561404
104,16D,16DUC,sample,inornata,UC,F,moderate,visited,2016,5/23/2016,may,early,RF,29,36.8,965,148,0.074,8.751,1.851,13.997,55.60891938,516.4835165,352.3103611,40.0516129,
103,101C,101CUC,sample,inornata,UC,M,moderate,visited,2016,5/23/2016,may,early,M,42.5,48.6,3382,103,,46.689,,22.321,7.581475129,39.12087912,22.23624034,5.339265851,303.1496063
102,12/0B,12/0BUC,sample,inornata,UC,M,moderate,visited,2016,5/23/2016,may,early,M,25,34.6,680,163,,0.105,,4.98,24.04802744,67.69230769,91.62592651,9.089952656,349.3089961
101,165C,165CUC,sample,inornata,UC,F,moderate,visited,2016,5/23/2016,may,early,NRF,19.6,25,340,131,0.782,,0.494,15.025,4.150943396,24.61538462,36.39015928,3.191583377,355.071708
100,73A,73AFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,NRF,25.5,32.8,710,140,0.16,22.985,2.992,7.381,17.66723842,119.5238095,63.08178191,28.40105208,347.535854
99,71A,71AFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,NRF,25.1,33.6,705,143,1.047,14.365,0.381,20.269,6.758147513,27.38095238,16.66389628,2.060389269,350.1955671
98,170A,170AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,24.7,33.1,665,98,,3.601,,9.873,3.46483705,13.80952381,14.50299202,0.65986323,348.422425
97,19B,19BFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,27.3,35.8,798,163,,5.059,,7.288,3.121783877,22.61904762,23.10505319,1.737190952,349.7522816
96,50C,50CFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,32.2,41.9,1350,150,,0.83,,24.834,17.39279588,9.047619048,27.1775266,1.548658601,369.2568449
95,87B,87BFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,NRF,24.2,32.2,645,151,0.784,10.496,1.222,9.219,8.473413379,22.14285714,53.77327128,2.86838506,358.1747066
94,158B,158BFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,RF,25,34,690,131,0.303,14.508,2.422,6.638,20.41166381,133.5714286,93.5837766,31.0270384,343.1029987
93,31A,31AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,39.5,48.4,2207,128,,0.075,,12.761,48.47341338,,,5.494371383,342.6597132
92,104A,104AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,25.3,32,585,131,,5.384,,9.326,4.768439108,24.76190476,9.142287234,1.198527091,354.6284224
91,8A,8AFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,RF,25.1,33.6,705,143,0,11.515,3.809,13.098,26.38078902,205,275.5984043,35.52488164,328.4745763
90,140A,140AFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,NRF,23.7,31.5,495,131,0.191,15.005,0.269,6.191,8.542024014,22.85714286,9.848736702,5.871436086,350.1955671
89,152A,152AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,26.5,34.4,700,165,,0.086,,21.651,5.248713551,22.85714286,9.225398936,1.481325618,353.7418514
88,20A,20AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,25.7,34.6,737,135,,16.749,,7.124,27.40994854,17.14285714,10.51363032,1.844923724,367.9269883
87,61C,61CFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,NRF,30.5,40.5,1125,147,0.487,10.078,0.939,19.337,6.895368782,7.142857143,24.97506649,2.208521831,348.8657106
86,17B,17BFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,NRF,24.4,32.2,585,146,0.604,10.975,0.645,10.605,10.25728988,15.71428571,46.41788564,2.827985271,341.7731421
85,9A,9AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,38,48.2,2045,153,,12.069,,18.436,7.718696398,15.23809524,22.23238032,1.158127301,355.5149935
84,70B,70BFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,RF,29.5,38.7,955,139,,,0.29,15.999,34.40823328,38.80952381,1.620678191,5.453971594,352.4119948
83,16B,16BFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,37,45.6,1875,152,,12.709,,14.106,14.8542024,40.95238095,43.96609043,6.383166754,349.3089961
82,15B,15BFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,NRF,23.1,30.9,560,121,0.055,12.622,0.291,7.607,6.689536878,11.66666667,23.06349734,1.333193056,352.8552803
80,62A,62AFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,NRF,33,42.9,1460,142,0.075,5.727,,21.173,18.07890223,20.71428571,10.72140957,1.97958969,349.7522816
79,27A,27AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,28,37.3,985,126,,0.305,,8.748,9.159519726,24.52380952,45.66988032,3.56864808,369.7001304
78,38A,38AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,43.5,53,3177,134,,22.321,,17.063,10.39451115,22.85714286,17.53656915,1.737190952,350.1955671
77,23B,23BFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,28.8,37.2,1095,125,,0.074,,7.898,42.43567753,31.9047619,17.45345745,7.123829563,341.7731421
76,78B,78BFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,RF,26.5,35.7,863,133,0.384,8.61,,5.718,18.14751286,129.047619,244.4730718,29.04744871,339.1134289
75,151A,151AFRRC,sample,inornata,FRRC,F,no,non-visited,2016,5/22/2016,may,early,NRF,28.7,38,985,135,0.459,6.101,,45.192,5.38593482,15.47619048,20.40392287,2.316254603,354.6284224
74,32A,32AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,35.7,46.1,1680,126,,3.539,,9.482,0,18.0952381,10.67985372,2.154655445,345.3194263
73,54A,54AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,42.5,53,2583,151,,16.585,,9.417,9.433962264,28.33333333,14.75232713,1.171593898,351.5254237
72,150A,150AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,32,41.5,1411,132,,0.081,,16.218,2.504288165,11.9047619,23.10505319,2.720252499,347.9791395
71,14B,14BFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,21.7,30.1,465,156,,0.08,,6.331,16.29502573,15.23809524,19.11569149,1.97958969,346.2059974
70,49A,49AFRRC,sample,inornata,FRRC,M,no,non-visited,2016,5/22/2016,may,early,M,33.5,43.3,1170,118,,0.088,,3.996,4.974271012,4.047619048,26.51263298,1.252393477,345.7627119
68,15/6A,15/6AALC,sample,inornata,ALC,F,high,visited,2016,5/21/2016,may,early,RF,27.5,35.3,761,130,1.435,7.732,0.924,12.261,13.64016736,39.99144568,56.15763547,0.346695558,342.9824561
67,32/9B,32/9BALC,sample,inornata,ALC,F,high,visited,2016,5/21/2016,may,early,NRF,31.3,37.3,1185,146,0.624,2.407,0.25,,0.083682008,24.5936698,51.72413793,,342.2368421
66,113/0A,113/0AALC,sample,inornata,ALC,F,high,visited,2016,5/21/2016,may,early,RF,30.1,37.3,973,141,0.865,5.365,0.335,18.198,3.765690377,65.51561022,108.3088349,0.818201517,344.4736842
65,14/7B,14/7BALC,sample,inornata,ALC,M,high,visited,2016,5/21/2016,may,early,M,24.5,33.8,605,157,,0.085,,16.902,18.9958159,156.7579127,291.5119363,38.09490791,300
64,90E,90EALC,sample,inornata,ALC,M,high,visited,2016,5/21/2016,may,early,M,32.2,38.1,1150,140,,,,10.697,0,,,,
63,97C,97CALC,sample,inornata,ALC,M,high,visited,2016,5/21/2016,may,early,M,30,37,865,129,,0.794,,11.96,11.46443515,53.92620624,86.29893238,1.608667389,290.5511811
62,14E,14EALC,sample,inornata,ALC,F,high,visited,2016,5/21/2016,may,early,RF,26,33.5,635,117,0.475,1.764,0.581,6.843,10.12552301,137.8902554,248.7621847,24.4212351,345.9649123
61,77B,77BALC,sample,inornata,ALC,F,high,visited,2016,5/20/2016,may,early,RF,33.1,42.2,1120,162,0.082,7.867,0.973,15.342,20,384.1059603,490.36825,39.07952329,342.2368421
60,69/0A,69/0AALC,sample,inornata,ALC,M,high,visited,2016,5/20/2016,may,early,M,42.5,50.3,2845,151,,33.747,,13.211,7.782426778,32.87606433,29.47547579,2.080173348,299.2125984
59,114A,114AALC,sample,inornata,ALC,M,high,visited,2016,5/20/2016,may,early,M,27.8,33.6,715,142,,0.299,,13.765,0,33.58561968,41.19603899,0.249620802,240.9448819
58,14F,14FALC,sample,inornata,ALC,F,high,visited,2016,5/20/2016,may,early,RF,24.4,33,593,138,0.455,12.542,0.702,17.958,20.50209205,244.3235572,314.5211202,33.78201517,354.9122807
57,64D,64DALC,sample,inornata,ALC,M,high,visited,2016,5/20/2016,may,early,M,29.2,37,960,162,,0.076,,14.341,6.689536878,11.72383847,23.1627109,1.508258811,334.6805737
56,31/0C,31/0CALC,sample,inornata,ALC,F,high,visited,2016,5/20/2016,may,early,RF,35.2,41.1,1310,147,1.126,,0.228,13.472,3.121783877,9.438648783,25.53243977,1.050394529,348.422425
55,22/7A,22/7AALC,sample,inornata,ALC,M,high,visited,2016,5/20/2016,may,early,M,24.7,33.6,550,180,,0.077,,19.666,2.572898799,21.27659574,30.63340006,1.791057338,352.8552803
54,76/0B,76/0BALC,sample,inornata,ALC,F,high,visited,2016,5/20/2016,may,early,RF,28.1,*,810,150,0.072,1.788,1.239,12.56,28.16466552,164.6795827,288.8742702,36.44061021,343.7280702
53,26E,26EALC,sample,inornata,ALC,M,high,visited,2016,5/20/2016,may,early,M,20.1,*,355,185,,0.074,,21.619,17.80205656,74.46808511,68.70174435,5.049973698,344.4328553
52,15D,15DALC,sample,inornata,ALC,F,high,visited,2016,5/20/2016,may,early,NRF,24,31.3,483,146,0.735,2.52,0.983,19.535,6.940874036,25.83209141,65.24956829,1.360126249,369.2568449
51,22/8B,22/8BALC,sample,inornata,ALC,M,high,visited,2016,5/20/2016,may,early,M,28.5,*,795,174,,21.501,,12.308,13.11053985,35.38862353,41.1781527,1.97958969,332.9074316
50,10/90A,10/90AALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,NRF,24.4,33.7,580,140,0.646,5.992,0.64,23.681,14.01028278,39.74167909,62.61820574,5.629037349,328.0312907
49,22E,22EALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,NRF,27.5,*,605,164,0.687,1.742,0.453,17.972,15.42416452,38.9965226,72.77362059,2.249610679,348.8657106
48,102/0B,102/0BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,NRF,28.1,35.4,715,128,0.269,4.381,0.333,15.025,23.45758355,65.0769995,49.74919826,2.821615837,351.5254237
47,43A,43AALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,32.4,39.1,1160,152,,18.768,,12.093,8.933161954,27.57273122,30.95510438,1.38341359,351.9687093
46,42/8B,42/8BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,29,36.1,910,162,,,,7.731,58.80462725,252.3596622,334.8408848,28.79143927,325.8148631
45,188C,188CALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,38,45.3,1855,152,,34.444,,11.551,9.897172237,33.65175858,38.21132399,5.013162119,347.9791395
44,92/0B,92/0BALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,35.1,43.3,1877,139,,31.369,,10.432,14.6529563,50.15197568,50.93651701,8.752487961,346.6492829
43,160C,160CALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,37.3,48.1,2355,153,,28.084,,9.663,16.32390746,44.29005645,55.86931656,6.437667202,349.1714836
42,93/7A,93/7AALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,32.8,43.2,1500,178,,27.358,,8.158,27.31362468,42.55319149,50.22161853,4.040663456,347.8612717
41,11/7B,11/7BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,NRF,23,30.9,490,184,0.446,1.727,0.416,10.958,22.87917738,106.8057625,94.07121125,13.21776351,340
40,20/80A,20/80AALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,27.1,35.8,750,190,,43.731,,11.84,23.84318766,85.75770734,60.37317701,5.958266453,340.655106
39,27/0B,27/0BALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,30.9,40.5,1230,169,,5.669,,7.809,16.77377892,60.35605732,83.17843866,7.081433922,341.9653179
38,85/7B,85/7BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,27,37.2,782,149,0.613,2.353,0.403,12.032,30.33419023,159.9602583,240.3996382,25.44933119,340.655106
37,122/0A,122/0AALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,31.5,39.2,1308,163,,4.022,,6.911,17.6092545,52.75727312,79.42522162,4.259818085,343.2755299
36,63/0B,63/0BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,29.9,38.2,960,150,0.085,5.525,0.446,11.899,36.76092545,165.9215102,293.808075,33.02386303,339.344894
35,101/8A,101/8AALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,26.2,35.5,705,183,0.438,4.072,0.227,16.717,45.95115681,282.414307,311.0352767,32.91428571,342.6204239
34,28D,28DALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,23.3,31.7,510,190,,0.071,,13.81,13.75321337,33.21754234,46.36116671,4.739218834,350.4816956
33,117A,117AALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,27,36.3,780,153,0.296,1.78,0.393,11.313,56.10539846,335.5688028,452.4298989,32.33900482,343.2755299
32,52/9B,52/9BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,26.1,34.2,730,133,0.068,1.996,0.316,12.5,49.10025707,112.7670144,387.3859058,37.42065276,343.2755299
31,115C,115CALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,30.4,*,1020,180,,0.076,,8.111,21.97943445,57.75075988,72.91964541,7.574531835,342.6204239
30,75/8B,75/8BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,NRF,25.9,31.5,628,157,0.884,4.177,0.414,11.067,19.40874036,34.02881272,60.64468383,4.698127341,338.6897881
29,51/8A,51/8AALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,NRF,30,39.7,1090,164,0.091,6.507,0.224,1.686,15.55269923,22.10630899,41.40284516,1.547779561,340.655106
28,21/0C,21/0CALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,26.1,34.5,705,165,0.083,1.772,3.744,12.25,31.23393316,76.25434675,99.49839651,18.23092563,345.2408478
27,3/9B,3/9BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,NRF,22.9,31.9,475,139,0.08,,,7.09,14.39588689,46.44808743,35.9756599,4.054360621,347.8612717
26,24/6A,24/6AALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,38.5,49.2,2355,158,,0.57,,4.868,22.0437018,47.11246201,81.17672291,3.629748529,347.2061657
25,40/80B,40/80BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,25.3,34.3,702,161,0.065,1.828,0.484,7.939,48.90745501,283.1594635,238.179426,28.94210808,344.5857418
24,20/70A,20/70AALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,21.8,30.4,435,153,,0.236,,6.671,17.7377892,46.67824577,54.65398913,3.465382558,343.9306358
23,75/9B,75/9BALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,27,35.1,717,156,0.07,4.846,1.829,7.769,31.42673522,195.479384,299.7286407,31.270626,339.344894
22,83/0,83/0ALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,29,38.9,1005,141,,12.487,,6.266,21.85089974,51.67173252,109.9871318,6.519850187,341.9653179
21,14/9A,14/9AALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,RF,25,34.2,610,129,0.077,5.966,1.648,5.98,30.9125964,158.2215599,319.6694351,30.17485286,341.9653179
20,10D,10DALC,sample,inornata,ALC,F,high,visited,2016,5/19/2016,may,early,NRF,24.1,32.2,552,164,0.085,6.556,0.206,8.46,12.91773779,46.19970194,85.06701752,5.109042269,340.655106
19,95/8A,95/8AALC,sample,inornata,ALC,M,high,visited,2016,5/19/2016,may,early,M,30,40.1,1073,138,,2.851,,3.645,21.1323239,54.89319424,73.34923115,10.19069021,348.5163776
18,,NA,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,,,,162,,33.747,,8.696,0.753138075,39.02554399,67.03543246,2.801300108,296.8503937
17,76C,76CALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,33,40.6,1640,181,,10.048,,2.774,10.9623431,104.5411542,116.8188148,4.396099675,295.2755906
16,94/0A,94/0AALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,33.4,40.5,1375,201,,9.496,,13.683,14.30962343,35.00473037,41.23472072,0.679523294,292.1259843
15,35/9B,35/9BALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,32.4,42.9,1365,168,,15.715,,6.669,16.65271967,95.31693472,122.4663469,4.132611051,295.2755906
14,10/80/90,10/80/90ALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,28.6,37.8,981,135,,,,1.941,70.54393305,,,38.51094258,
13,10/90B1,10/90B1ALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,35.2,43.5,1775,163,,22.73,,4.627,18.15899582,57.52780154,57.52780154,2.468472373,276.3779528
12,125C,125CALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,33.8,42.5,1676,173,,9.469,,9.119,16.31799163,48.33190761,48.33190761,2.357529794,262.2047244
11,54/6,54/6ALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,32.1,41.5,1045,186,,23.218,,15.24,12.27506427,27.07401888,51.68160513,6.286998395,347.8612717
10,39C,39CALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,34.5,42.3,1373,151,,21.558,,12.637,44.79434447,99.35419771,115.451032,9.464740503,343.2755299
9,217A,217AALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,30.5,40.6,1160,172,,0.078,,12.231,8.290488432,62.84153005,58.63004687,4.98576779,347.2061657
8,78C,78CALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,31.7,39.4,1200,130,,0.076,,4.54,14.20308483,53.15449578,72.03354987,4.109149278,343.9306358
7,9F,9FALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,33.6,43.5,1565,172,,0.674,,2.544,16.38817481,25.33532042,51.18822465,5.465168539,341.9653179
6,192B,192BALC,sample,inornata,ALC,F,high,visited,2016,5/18/2016,may,early,RF,30.1,37.9,1025,200,0.387,4.802,0.402,12.565,47.10796915,231.7436662,330.4004605,27.68196897,336.0693642
5,193C,193CALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,32.3,39.2,1435,159,,1.321,,9.712,34.38303342,87.18330849,110.1471918,8.519636169,343.9306358
4,14/8B,14/8BALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,33.9,43.5,1525,159,,0.071,,3.303,13.56041131,27.07401888,58.87673711,4.259818085,366.8593449
3,149C,149CALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,33.5,39.1,1322,138,,28.344,,8.878,8.097686375,27.32240437,29.52059863,8.218298555,368.1695568
2,19/0C,19/0CALC,sample,inornata,ALC,M,high,visited,2016,5/18/2016,may,early,M,32,39.7,1278,163,,0.076,,8.407,15.61696658,46.44808743,84.90255736,4.15024077,289.7637795
1,113B,113BALC,sample,inornata,ALC,F,high,visited,2016,5/18/2016,may,early,RF,32.8,40.2,1176,157,0.075,2.508,0.227,10.091,73.77892031,944.3616493,569.2377272,39.48892456,344.4736842
B1016,,,control,,,,,,,,,,,,,,,,,,,,,,,
B1025,,,control,,,,,,,,,,,,,,,,,,,,,,,
B1028,,,control,,,,,,,,,,,,,,,,,,,,,,,
B1031,,,control,,,,,,,,,,,,,,,,,,,,,,,
B111,,,control,,,,,,,,,,,,,,,,,,,,,,,
B112,,,control,,,,,,,,,,,,,,,,,,,,,,,
B1130A,,,control,,,,,,,,,,,,,,,,,,,,,,,
B1130E,,,control,,,,,,,,,,,,,,,,,,,,,,,
B113,,,control,,,,,,,,,,,,,,,,,,,,,,,
B122,,,control,,,,,,,,,,,,,,,,,,,,,,,
B125E,,,control,,,,,,,,,,,,,,,,,,,,,,,
B125H,,,control,,,,,,,,,,,,,,,,,,,,,,,
B127,,,control,,,,,,,,,,,,,,,,,,,,,,,
NTC1,,,control,,,,,,,,,,,,,,,,,,,,,,,
NTC2,,,control,,,,,,,,,,,,,,,,,,,,,,,
NTC3,,,control,,,,,,,,,,,,,,,,,,,,,,,
NTC4,,,control,,,,,,,,,,,,,,,,,,,,,,,
STD,,,control,,,,,,,,,,,,,,,,,,,,,,,
